Chunks,HasProperNames,Author
"ikewise, which happened soon afterwards, he added to his
wealth. To him therefore the succession to the Norland estate was not
so really important as to his sisters; for their fortune, independent
of what might arise to them from their father’s inheriting that
property, could be but small. Their mother had nothing, and their
father only seven thousand pounds in his own disposal; for the
remaining moiety of his first wife’s fortune was also secured to her
child, and he had only a life-interest in",F,Jane Austen
"le gravel.

  Miss AUSTEN,
    Godmersham Park, Faversham, Kent.




XXXIX.


                                           CHAWTON, Thursday (June 6).

BY this time, my dearest Cassandra, you know Martha's plans. I was
rather disappointed, I confess, to find that she could not leave town
till after ye 24th, as I had hoped to see you here the week before. The
delay, however, is not great, and everything seems generally arranging
itself for your return very comfortably.

I found Henry perfectly pred",T,Jane Austen
" so much vigour as when they first came to
Barton, at least planning a vigorous prosecution of them in future.

Elinor grew impatient for some tidings of Edward. She had heard nothing
of him since her leaving London, nothing new of his plans, nothing
certain even of his present abode. Some letters had passed between her
and her brother, in consequence of Marianne’s illness; and in the first
of John’s, there had been this sentence:—“We know nothing of our
unfortunate Edward, and can make no enqui",T,Jane Austen
"asiest thing in the world; but she equally feared to say too
much or too little, and sat deliberating over her paper, with the pen
in her hand, till broken in on by the entrance of Edward himself.

He had met Mrs. Jennings at the door in her way to the carriage, as he
came to leave his farewell card; and she, after apologising for not
returning herself, had obliged him to enter, by saying that Miss
Dashwood was above, and wanted to speak with him on very particular
business.

Elinor had just bee",T,Jane Austen
"ffection of a sister.

“Dear Edward!” she cried, “this is a moment of great happiness!—This
would almost make amends for every thing!”

Edward tried to return her kindness as it deserved, but before such
witnesses he dared not say half what he really felt. Again they all sat
down, and for a moment or two all were silent; while Marianne was
looking with the most speaking tenderness, sometimes at Edward and
sometimes at Elinor, regretting only that their delight in each other
should be checked by ",T,Jane Austen
"                    13 QUEEN SQUARE, Tuesday (June 11).

MY DEAR CASSANDRA,--Your letter yesterday made me very happy. I am
heartily glad that you have escaped any share in the impurities of
Deane, and not sorry, as it turns out, that our stay here has been
lengthened. I feel tolerably secure of our getting away next week,
though it is certainly possible that we may remain till Thursday the
27th. I wonder what we shall do with all our intended visits this
summer! I should like to make a compromi",F,Jane Austen
"you
are going on very well. The description of Dr. Griffin and Lady Helena's
unhappiness is very good, and just what was likely to be. I am curious
to know what the end of them will be. The name of Newton Priors is
really invaluable; I never met with anything superior to it. It is
delightful, and one could live on the name of Newton Priors for a
twelvemonth. Indeed, I think you get on very fast. I only wish other
people of my acquaintance could compose as rapidly. I am pleased with
the dog scene",T,Jane Austen
"He likes you. I observed him narrowly, and am convinced of it. What is
the amount of his fortune?”

“I believe about two thousand a year.”

“Two thousand a-year;” and then working himself up to a pitch of
enthusiastic generosity, he added, “Elinor, I wish with all my heart it
were _twice_ as much, for your sake.”

“Indeed I believe you,” replied Elinor; “but I am very sure that
Colonel Brandon has not the smallest wish of marrying _me_.”

“You are mistaken, Elinor; you are very much mistaken. A ",T,Jane Austen
"gh
for my own part I care so little about the ball that it would be no
sacrifice to me to give it up for the sake of seeing you two days
earlier. We are extremely sorry for poor Eliza's illness. I trust,
however, that she has continued to recover since you wrote, and that you
will none of you be the worse for your attendance on her. What a
good-for-nothing fellow Charles is to bespeak the stockings! I hope he
will be too hot all the rest of his life for it!

I sent you a letter yesterday to Ibth",T,Jane Austen
"hould
tempt me to leave her. It should not, must not be a struggle.”

Mrs. Jennings repeated her assurance that Mrs. Dashwood could spare
them perfectly well; and Elinor, who now understood her sister, and saw
to what indifference to almost every thing else she was carried by her
eagerness to be with Willoughby again, made no farther direct
opposition to the plan, and merely referred it to her mother’s
decision, from whom however she scarcely expected to receive any
support in her endeavour to p",T,Jane Austen
"ent distress, had obliged her to
dispose of it for some immediate relief. At last, however, and after I
had been six months in England, I _did_ find her. Regard for a former
servant of my own, who had since fallen into misfortune, carried me to
visit him in a spunging-house, where he was confined for debt; and
there, in the same house, under a similar confinement, was my
unfortunate sister. So altered—so faded—worn down by acute suffering of
every kind! hardly could I believe the melancholy and ",T,Jane Austen
